ARCID,ATYP,ADEP,ADES,RM,ARF,ETD,TT,ETA,recat,size_seats_avg,minutes_eta,minutes_etd,minutes_tt,is_ecac,airline,distancia_km,is_departed,is_inside_radius,is_gpd_candidate,flight_status,assigned_slot,total_delay,air_delay,ground_delay
VLG26NX,A320,LEMG,LEBL,ECMEA,360,4:45:00,15,6:00:00,D,173.0,360.0,285.0,15.0,True,VLG,740.1826666666667,False,True,True,GPD CANDIDATE,363.0,3.0,0.0,3.0
VLG6HA,A320,LEZL,LEBL,ECOKH,340,4:49:00,10,6:00:00,D,173.0,360.0,289.0,10.0,True,VLG,753.764,False,True,True,GPD CANDIDATE,375.0,15.0,0.0,15.0
VLG6XL,A320,LEPA,LEBL,ECOGC,180,5:42:00,17,6:00:00,D,173.0,360.0,342.0,17.0,True,VLG,0.0,False,True,True,GPD CANDIDATE,378.0,18.0,0.0,18.0
FIA511,A320,LUKK,LEBL,ER00008,360,2:45:00,15,6:00:00,D,173.0,360.0,165.0,15.0,True,FIA,2369.9426666666664,True,True,False,EXEMPT AIRBORNE,360.0,0.0,0.0,0.0
RYR47WZ,B38M,EYVI,LEBL,SPRZK,380,2:55:00,10,6:05:00,D,189.0,365.0,175.0,10.0,True,RYR,2369.9426666666664,True,True,False,EXEMPT AIRBORNE,366.0,1.0,1.0,0.0
LHX93U,A20N,EDDM,LEBL,DAIJN,370,4:34:00,12,6:05:00,D,180.0,365.0,274.0,12.0,True,LHX,998.2280000000001,False,True,True,GPD CANDIDATE,381.0,16.0,0.0,16.0
RYR4VD,B738,LEZL,LEBL,9HQEU,380,4:37:00,10,6:05:00,D,184.0,365.0,277.0,10.0,True,RYR,984.6466666666666,False,True,True,GPD CANDIDATE,384.0,19.0,0.0,19.0
TRA5B,B738,EHAM,LEBL,PHHSI,390,4:12:00,15,6:05:00,D,184.0,365.0,252.0,15.0,True,TRA,1256.2733333333335,False,True,True,GPD CANDIDATE,393.0,28.0,0.0,28.0
CPA321,A359,VHHH,LEBL,BLRC,400,16:35:00,10,6:05:00,B,297.0,365.0,995.0,10.0,False,CPA,11526.076333333334,False,False,False,EXEMPT INTERNATIONAL,369.0,4.0,4.0,0.0
RYR1VJ,B738,LEPA,LEBL,9HQAD,180,5:46:00,16,6:10:00,D,184.0,370.0,346.0,16.0,True,RYR,33.95333333333333,False,True,True,GPD CANDIDATE,405.0,35.0,0.0,35.0
EWG4214,A320,LKPR,LEBL,9HEUN,370,4:24:00,16,6:10:00,D,173.0,370.0,264.0,16.0,True,EWG,1147.6226666666669,False,True,True,GPD CANDIDATE,408.0,38.0,0.0,38.0
DAL128,B764,KJFK,LEBL,N841MH,370,22:00:00,30,6:10:00,C,245.0,370.0,1320.0,30.0,False,DAL,6453.294,False,False,False,EXEMPT INTERNATIONAL,372.0,2.0,2.0,0.0
RYR17MW,B738,LHBP,LEBL,SPRSI,370,4:10:00,10,6:15:00,D,184.0,375.0,250.0,10.0,True,RYR,1487.1560000000002,False,True,True,GPD CANDIDATE,411.0,36.0,0.0,36.0
WMT2NV,A21N,LOWW,LEBL,9HWAO,350,4:29:00,15,6:15:00,D,220.0,375.0,269.0,15.0,True,WMT,1161.204,False,True,True,GPD CANDIDATE,414.0,39.0,0.0,39.0
RYR6882,B738,LEMH,LEBL,EIDCN,180,5:55:00,10,6:20:00,D,184.0,380.0,355.0,10.0,True,RYR,129.02266666666665,False,True,True,GPD CANDIDATE,417.0,37.0,0.0,37.0
UAL992,B789,KIAD,LEBL,N24974,400,22:50:00,20,6:25:00,B,284.0,385.0,1370.0,20.0,False,UAL,6230.899666666667,False,False,False,EXEMPT INTERNATIONAL,387.0,2.0,2.0,0.0
IBE04TP,A321,LEMD,LEBL,ECJZM,260,5:26:00,16,6:25:00,D,207.0,385.0,326.0,16.0,True,IBE,509.3,False,True,True,GPD CANDIDATE,423.0,38.0,0.0,38.0
RYR519Z,B738,EVRA,LEBL,SPRKS,370,3:11:00,9,6:25:00,D,184.0,385.0,191.0,9.0,True,RYR,2437.849333333333,True,True,False,EXEMPT AIRBORNE,390.0,5.0,5.0,0.0
VLG1423,A320,LEBB,LEBL,ECJYX,300,5:32:00,7,6:25:00,D,173.0,385.0,332.0,7.0,True,VLG,550.044,False,True,True,GPD CANDIDATE,432.0,47.0,0.0,47.0
WZZ9AR,A21N,EPWA,LEBL,9HWDT,370,4:01:00,16,6:30:00,D,220.0,390.0,241.0,16.0,True,WZZ,1731.6200000000001,False,True,True,GPD CANDIDATE,438.0,48.0,0.0,48.0
RYR11SX,B38M,EPKK,LEBL,SPRZI,350,4:23:00,15,6:30:00,D,189.0,390.0,263.0,15.0,True,RYR,1446.412,False,True,True,GPD CANDIDATE,444.0,54.0,0.0,54.0
KLM1497,E190,EHAM,LEBL,DACJJ,390,4:50:00,18,6:30:00,E,104.0,390.0,290.0,18.0,True,KLM,755.616,False,True,True,GPD CANDIDATE,453.0,63.0,0.0,63.0
UAL120,B772,KEWR,LEBL,N795UA,390,23:25:00,10,6:35:00,B,296.0,395.0,1405.0,10.0,False,UAL,6013.289666666667,False,False,False,EXEMPT INTERNATIONAL,396.0,1.0,1.0,0.0
UAE81W,B77L,OMDB,LEBL,A6EWJ,380,23:35:00,10,6:35:00,B,317.0,395.0,1415.0,10.0,False,UAE,5868.216333333333,False,False,False,EXEMPT INTERNATIONAL,399.0,4.0,4.0,0.0
AAL742,B789,KPHL,LEBL,N820AL,410,23:55:00,40,6:35:00,B,284.0,395.0,1435.0,40.0,False,AAL,5142.849666666667,False,False,False,EXEMPT INTERNATIONAL,402.0,7.0,7.0,0.0
AEA58PB,B789,LEMD,LEBL,ECOFP,300,5:49:00,19,6:40:00,B,284.0,400.0,349.0,19.0,True,AEA,384.4443333333333,False,True,True,GPD CANDIDATE,456.0,56.0,0.0,56.0
NSZ56V,B38M,EKCH,LEBL,SENAA,410,4:23:00,10,6:40:00,D,189.0,400.0,263.0,10.0,True,NSZ,1650.132,False,True,True,GPD CANDIDATE,459.0,59.0,0.0,59.0
VLG684H,A320,LEPA,LEBL,ECMAI,180,6:17:00,17,6:40:00,D,173.0,400.0,377.0,17.0,True,VLG,6.790666666666667,False,True,True,GPD CANDIDATE,465.0,65.0,0.0,65.0
SWR4XH,A321,LSZH,LEBL,HBIOM,350,5:23:00,13,6:45:00,D,207.0,405.0,323.0,13.0,True,SWR,862.4146666666668,False,True,True,GPD CANDIDATE,468.0,63.0,0.0,63.0
SEU403,A21N,LUKK,LEBL,9HPEC,370,3:55:00,15,6:45:00,D,220.0,405.0,235.0,15.0,True,SEU,2030.4093333333333,False,True,True,GPD CANDIDATE,474.0,69.0,0.0,69.0
AUA391A,A320,LOWW,LEBL,OELBS,370,5:07:00,10,6:45:00,D,173.0,405.0,307.0,10.0,True,AUA,1120.46,False,True,True,GPD CANDIDATE,477.0,72.0,0.0,72.0
WMT6025,A21N,LIRF,LEBL,9HWNQ,340,5:40:00,15,6:50:00,D,220.0,410.0,340.0,15.0,True,WMT,672.2760000000001,False,True,True,GPD CANDIDATE,480.0,70.0,0.0,70.0
WZZ2407,A21N,EPWR,LEBL,9HWMG,370,4:44:00,9,6:55:00,D,220.0,415.0,284.0,9.0,True,WZZ,1582.2253333333335,False,True,True,GPD CANDIDATE,483.0,68.0,0.0,68.0
AFR17ZG,A321,LFPG,LEBL,FGTAP,330,5:30:00,13,6:55:00,D,207.0,415.0,330.0,13.0,True,AFR,903.1586666666667,False,True,True,GPD CANDIDATE,486.0,71.0,0.0,71.0
VLG36GQ,A320,EHAM,LEBL,ECMVE,390,5:09:00,10,6:55:00,D,173.0,415.0,309.0,10.0,True,VLG,1229.1106666666667,False,True,True,GPD CANDIDATE,489.0,74.0,0.0,74.0
ELY393,B739,LLBG,LEBL,4XEHB,360,3:19:00,15,7:00:00,D,183.0,420.0,199.0,15.0,False,ELY,2723.0573333333336,True,True,False,EXEMPT INTERNATIONAL,420.0,0.0,0.0,0.0
RYR95TH,B738,EGSS,LEBL,EIDWM,350,5:14:00,14,7:00:00,D,184.0,420.0,314.0,14.0,True,RYR,1174.7853333333335,False,True,True,GPD CANDIDATE,492.0,72.0,0.0,72.0
WMT641,A321,LATI,LEBL,HALTC,370,4:49:00,5,7:00:00,D,207.0,420.0,289.0,5.0,True,WMT,1636.5506666666668,False,True,True,GPD CANDIDATE,495.0,75.0,0.0,75.0
VLG4TJ,A321,LEPA,LEBL,ECMLD,180,6:42:00,17,7:05:00,D,207.0,425.0,402.0,17.0,True,VLG,6.790666666666667,False,True,True,GPD CANDIDATE,498.0,73.0,0.0,73.0
WZZ636,A21N,LHBP,LEBL,9HWDJ,350,5:10:00,10,7:05:00,D,220.0,425.0,310.0,10.0,True,WZZ,1351.342666666667,False,True,True,GPD CANDIDATE,501.0,76.0,0.0,76.0
MAC377C,A320,GMTT,LEBL,CNNML,380,5:45:00,15,7:05:00,D,173.0,425.0,345.0,15.0,False,MAC,808.0893333333335,False,True,False,EXEMPT INTERNATIONAL,426.0,1.0,1.0,0.0
VLG7481,A320,DAOO,LEBL,ECODN,300,6:13:00,8,7:05:00,D,173.0,425.0,373.0,8.0,False,VLG,522.8813333333334,False,True,False,EXEMPT INTERNATIONAL,429.0,4.0,4.0,0.0
SAS65D,A20N,EKCH,LEBL,SEROE,390,4:41:00,9,7:10:00,D,180.0,430.0,281.0,9.0,True,SAS,1826.6893333333335,False,True,True,GPD CANDIDATE,504.0,74.0,0.0,74.0
DLH55K,A21N,EDDF,LEBL,DAIEN,370,5:39:00,9,7:10:00,D,220.0,430.0,339.0,9.0,True,DLH,1038.972,False,True,True,GPD CANDIDATE,516.0,86.0,0.0,86.0
VLG67PA,A321,LEMH,LEBL,ECMQB,180,6:34:00,11,7:15:00,D,207.0,435.0,394.0,11.0,True,VLG,332.74266666666665,False,True,True,GPD CANDIDATE,519.0,84.0,0.0,84.0
ACA820,B77W,CYYZ,LEBL,CFIVM,360,23:30:00,0,7:15:00,B,331.0,435.0,1410.0,0.0,False,ACA,6666.1196666666665,False,False,False,EXEMPT INTERNATIONAL,435.0,0.0,0.0,0.0
RYR70YX,B38M,LIMF,LEBL,EIIHE,290,6:15:00,15,7:15:00,D,189.0,435.0,375.0,15.0,True,RYR,536.4626666666667,False,True,True,GPD CANDIDATE,522.0,87.0,0.0,87.0
AVA018,B788,SKBO,LEBL,N780AV,410,21:10:00,10,7:20:00,B,266.0,440.0,1270.0,10.0,False,AVA,8624.609666666667,False,False,False,EXEMPT INTERNATIONAL,441.0,1.0,1.0,0.0
EWG64N,A20N,EDDK,LEBL,DAENF,390,5:43:00,10,7:20:00,D,180.0,440.0,343.0,10.0,True,EWG,1106.878666666667,False,True,True,GPD CANDIDATE,525.0,85.0,0.0,85.0
VLG7369,A320,GMTT,LEBL,ECMBE,380,5:45:00,10,7:25:00,D,173.0,445.0,345.0,10.0,False,VLG,1147.6226666666669,False,True,False,EXEMPT INTERNATIONAL,447.0,2.0,2.0,0.0
EZY48HQ,A20N,EGAA,LEBL,GUZLF,390,5:20:00,10,7:25:00,D,180.0,445.0,320.0,10.0,True,EZY,1487.1560000000002,False,True,True,GPD CANDIDATE,528.0,83.0,0.0,83.0
RYR65HW,B738,LIPZ,LEBL,EIDLD,350,6:16:00,11,7:25:00,D,184.0,445.0,376.0,11.0,True,RYR,713.02,False,True,True,GPD CANDIDATE,531.0,86.0,0.0,86.0
N818CA,GA5C,LEMD,LEBL,N818CA,280,6:31:00,21,7:30:00,E,14.0,450.0,391.0,21.0,True,N81,321.0133333333333,False,True,True,GPD CANDIDATE,534.0,84.0,0.0,84.0
TAM8114,B789,SBGR,LEBL,CCBGM,400,21:10:00,10,7:30:00,B,284.0,450.0,1270.0,10.0,False,TAM,8769.683,False,False,False,EXEMPT INTERNATIONAL,450.0,0.0,0.0,0.0
VLG94MT,A320,LIMC,LEBL,ECOJG,310,6:28:00,17,7:35:00,D,173.0,455.0,388.0,17.0,True,VLG,604.3693333333334,False,True,True,GPD CANDIDATE,537.0,82.0,0.0,82.0
NSZ2900,B38M,EFHK,LEBL,SERTA,400,4:06:00,6,7:35:00,D,189.0,455.0,246.0,6.0,True,NSZ,2682.3133333333335,False,True,True,GPD CANDIDATE,540.0,85.0,0.0,85.0
EWG71W,A320,EDDL,LEBL,DABZN,390,5:46:00,11,7:35:00,D,173.0,455.0,346.0,11.0,True,EWG,1256.2733333333335,False,True,True,GPD CANDIDATE,543.0,88.0,0.0,88.0
DAL194,A359,KATL,LEBL,N572DZ,410,23:00:00,10,7:40:00,B,297.0,460.0,1380.0,10.0,False,DAL,7318.949666666666,False,False,False,EXEMPT INTERNATIONAL,462.0,2.0,2.0,0.0
RYR39XE,B738,EIDW,LEBL,EIEMK,370,5:52:00,22,7:40:00,D,184.0,460.0,352.0,22.0,True,RYR,1093.2973333333332,False,True,True,GPD CANDIDATE,546.0,86.0,0.0,86.0
EJU7106,A319,LSGG,LEBL,OELVG,290,6:45:00,10,7:40:00,D,144.0,460.0,405.0,10.0,True,EJU,536.4626666666667,False,True,True,GPD CANDIDATE,549.0,89.0,0.0,89.0
IBE04AM,A321,LEMD,LEBL,ECJDR,300,6:46:00,16,7:45:00,D,207.0,465.0,406.0,16.0,True,IBE,509.3,False,True,True,GPD CANDIDATE,555.0,90.0,0.0,90.0
VLG13JE,A321,LEBB,LEBL,ECMMU,280,7:02:00,10,7:45:00,D,207.0,465.0,422.0,10.0,True,VLG,373.4866666666667,False,True,True,GPD CANDIDATE,558.0,93.0,0.0,93.0
RYR38YM,B738,LIME,LEBL,9HQAL,350,6:33:00,10,7:45:00,D,184.0,465.0,393.0,10.0,True,RYR,767.3453333333333,False,True,True,GPD CANDIDATE,561.0,96.0,0.0,96.0
RYR39UM,B38M,EGPH,LEBL,9HVVI,370,5:32:00,12,7:50:00,D,189.0,470.0,332.0,12.0,True,RYR,1636.5506666666668,False,True,True,GPD CANDIDATE,564.0,94.0,0.0,94.0
VLG6MB,A321,LEIB,LEBL,ECMJR,180,7:06:00,10,7:50:00,D,207.0,470.0,426.0,10.0,True,VLG,387.06800000000004,False,True,True,GPD CANDIDATE,567.0,97.0,0.0,97.0
AAL112,B788,KMIA,LEBL,N803AL,410,0:09:00,25,7:50:00,B,266.0,470.0,9.0,25.0,False,AAL,6245.407,True,False,False,EXEMPT INTERNATIONAL,471.0,1.0,1.0,0.0
VLG5RJ,A320,LEXJ,LEBL,ECMEL,300,7:05:00,5,7:55:00,D,173.0,475.0,425.0,5.0,True,VLG,536.4626666666667,False,True,True,GPD CANDIDATE,573.0,98.0,0.0,98.0
VLG404P,A320,LFPO,LEBL,ECLVU,390,6:32:00,12,7:55:00,D,173.0,475.0,392.0,12.0,True,VLG,889.5773333333333,False,True,True,GPD CANDIDATE,576.0,101.0,0.0,101.0
WZZ3081,A21N,EPKK,LEBL,9HWAF,370,5:36:00,17,7:55:00,D,220.0,475.0,336.0,17.0,True,WZZ,1582.2253333333335,False,True,True,GPD CANDIDATE,579.0,104.0,0.0,104.0
EZY53KT,A319,EGGW,LEBL,GEZAN,330,6:20:00,14,8:00:00,D,144.0,480.0,380.0,14.0,True,EZY,1093.2973333333332,False,True,True,GPD CANDIDATE,582.0,102.0,0.0,102.0
CYP322,BCS3,LCLK,LEBL,5BDEF,380,4:10:00,10,8:00:00,D,145.0,480.0,250.0,10.0,True,CYP,2913.1960000000004,False,True,True,GPD CANDIDATE,588.0,108.0,0.0,108.0
VLG2009,A320,LICB,LEBL,ECMBS,360,6:17:00,7,8:00:00,D,173.0,480.0,377.0,7.0,True,VLG,1229.1106666666667,False,True,True,GPD CANDIDATE,591.0,111.0,0.0,111.0
EIN5HJ,A20N,EIDW,LEBL,EINSA,370,6:02:00,22,8:05:00,D,180.0,485.0,362.0,22.0,True,EIN,1297.0173333333332,False,True,True,GPD CANDIDATE,594.0,109.0,0.0,109.0
VLG77TL,A20N,LFLL,LEBL,ECNDA,290,7:12:00,9,8:05:00,D,180.0,485.0,432.0,9.0,True,VLG,522.8813333333334,False,True,True,GPD CANDIDATE,603.0,118.0,0.0,118.0
RYR64ZN,B738,LFOB,LEBL,EIEBF,370,6:55:00,15,8:05:00,D,184.0,485.0,415.0,15.0,True,RYR,672.2760000000001,False,True,True,GPD CANDIDATE,606.0,121.0,0.0,121.0
EXS73PU,B738,EGBB,LEBL,OMLEX,350,6:15:00,15,8:05:00,D,184.0,485.0,375.0,15.0,True,EXS,1215.5293333333334,False,True,True,GPD CANDIDATE,609.0,124.0,0.0,124.0
KLM87P,B739,EHAM,LEBL,PHBXS,390,6:30:00,17,8:10:00,D,183.0,490.0,390.0,17.0,True,KLM,1052.5533333333335,False,True,True,GPD CANDIDATE,612.0,122.0,0.0,122.0
NSZ4251,B738,ESSA,LEBL,SERXB,390,5:15:00,15,8:20:00,D,184.0,500.0,315.0,15.0,True,NSZ,2234.1293333333333,False,True,True,GPD CANDIDATE,615.0,115.0,0.0,115.0
VLG4NV,A320,LIPE,LEBL,ECMER,350,7:00:00,15,8:20:00,D,173.0,500.0,420.0,15.0,True,VLG,808.0893333333335,False,True,True,GPD CANDIDATE,618.0,118.0,0.0,118.0
VLG64RZ,A320,LEMH,LEBL,ECOFX,180,7:34:00,11,8:20:00,D,173.0,500.0,454.0,11.0,True,VLG,400.64933333333335,False,True,True,GPD CANDIDATE,621.0,121.0,0.0,121.0
THY90W,A333,LTFM,LEBL,TCJNJ,390,5:20:00,25,8:25:00,B,284.0,505.0,320.0,25.0,True,THY,2241.3830000000003,False,True,True,GPD CANDIDATE,624.0,119.0,0.0,119.0
RYR2246,B738,LIRF,LEBL,9HQEK,330,7:04:00,14,8:25:00,D,184.0,505.0,424.0,14.0,True,RYR,835.252,False,True,True,GPD CANDIDATE,627.0,122.0,0.0,122.0
EZY94BU,A320,EGPF,LEBL,GEZOK,370,6:05:00,1,8:25:00,D,173.0,505.0,365.0,1.0,True,EZY,1813.1080000000002,False,True,True,GPD CANDIDATE,630.0,125.0,0.0,125.0
WJA66,B38M,CYHZ,LEBL,CGEHF,380,1:30:00,10,8:25:00,D,189.0,505.0,90.0,10.0,False,WJA,5425.742666666667,True,False,False,EXEMPT INTERNATIONAL,507.0,2.0,2.0,0.0
VLG2485,A319,LESO,LEBL,ECMIQ,300,7:37:00,7,8:25:00,D,144.0,505.0,457.0,7.0,True,VLG,482.13733333333334,False,True,True,GPD CANDIDATE,633.0,128.0,0.0,128.0
JCO025M,GLEX,LGRP,LEBL,GIFMI,430,5:24:00,8,8:25:00,E,13.0,505.0,324.0,8.0,True,JCO,1654.4533333333334,False,True,True,GPD CANDIDATE,636.0,131.0,0.0,131.0
VLG2EE,A320,GCLP,LEBL,ECLLJ,380,5:42:00,14,8:25:00,D,173.0,505.0,342.0,14.0,True,VLG,1948.9213333333332,False,True,True,GPD CANDIDATE,639.0,134.0,0.0,134.0
VLG22YH,A20N,LIMJ,LEBL,ECNCU,330,7:29:00,11,8:30:00,D,180.0,510.0,449.0,11.0,True,VLG,604.3693333333334,False,True,True,GPD CANDIDATE,642.0,132.0,0.0,132.0
AAL192,B789,KDFW,LEBL,N826AN,410,22:48:00,18,8:30:00,B,284.0,510.0,1368.0,18.0,False,AAL,8102.345666666668,False,False,False,EXEMPT INTERNATIONAL,510.0,0.0,0.0,0.0
AHY045,A319,UBBB,LEBL,4KAZ03,370,3:00:00,10,8:30:00,D,144.0,510.0,180.0,10.0,True,AHY,4271.329333333333,True,False,False,EXEMPT AIRBORNE,513.0,3.0,3.0,0.0
VLG190W,A320,LEAS,LEBL,ECLOP,320,7:25:00,5,8:35:00,D,173.0,515.0,445.0,5.0,True,VLG,808.0893333333335,False,True,True,GPD CANDIDATE,648.0,133.0,0.0,133.0
VLG5ZF,A20N,LEIB,LEBL,ECNFK,180,7:46:00,10,8:35:00,D,180.0,515.0,466.0,10.0,True,VLG,454.97466666666674,False,True,True,GPD CANDIDATE,654.0,139.0,0.0,139.0
ITY074,A20N,LIRF,LEBL,EIHOM,350,7:14:00,11,8:35:00,D,180.0,515.0,434.0,11.0,True,ITY,875.9960000000001,False,True,True,GPD CANDIDATE,657.0,142.0,0.0,142.0
EZY68NR,A319,EGKK,LEBL,GEZFT,330,6:51:00,11,8:40:00,D,144.0,520.0,411.0,11.0,True,EZY,1256.2733333333335,False,True,True,GPD CANDIDATE,669.0,149.0,0.0,149.0
VLG6NA,A320,LEGR,LEBL,ECOFU,380,7:25:00,5,8:40:00,D,173.0,520.0,445.0,5.0,True,VLG,875.9960000000001,False,True,True,GPD CANDIDATE,672.0,152.0,0.0,152.0
RYR10NA,B738,EGNX,LEBL,9HQFK,370,6:55:00,10,8:40:00,D,184.0,520.0,415.0,10.0,True,RYR,1215.5293333333334,False,True,True,GPD CANDIDATE,675.0,155.0,0.0,155.0
VLG37RL,A320,LIRF,LEBL,ECOGE,340,7:21:00,15,8:45:00,D,173.0,525.0,441.0,15.0,True,VLG,862.4146666666668,False,True,True,GPD CANDIDATE,678.0,153.0,0.0,153.0
VLG1VM,A320,LMML,LEBL,ECKDX,360,6:56:00,8,8:45:00,D,173.0,525.0,416.0,8.0,True,VLG,1297.0173333333332,False,True,True,GPD CANDIDATE,681.0,156.0,0.0,156.0
VLG9ML,A320,LFPG,LEBL,ECNUP,370,7:30:00,11,8:45:00,D,173.0,525.0,450.0,11.0,True,VLG,794.508,False,True,True,GPD CANDIDATE,684.0,159.0,0.0,159.0
VLG29BB,A321,LEMG,LEBL,ECNLY,340,7:26:00,11,8:50:00,D,207.0,530.0,446.0,11.0,True,VLG,916.74,False,True,True,GPD CANDIDATE,687.0,157.0,0.0,157.0
DLH77T,A321,EDDM,LEBL,DAIDX,350,7:16:00,11,8:50:00,D,207.0,530.0,436.0,11.0,True,DLH,1052.5533333333335,False,True,True,GPD CANDIDATE,690.0,160.0,0.0,160.0
VLG52FK,A320,GCXO,LEBL,ECJTQ,380,6:10:00,4,8:50:00,D,173.0,530.0,370.0,4.0,True,VLG,2043.9906666666668,False,True,True,GPD CANDIDATE,693.0,163.0,0.0,163.0
VLG2JJ,A320,LDSP,LEBL,ECMJB,370,7:08:00,8,8:55:00,D,173.0,535.0,428.0,8.0,True,VLG,1269.8546666666666,False,True,True,GPD CANDIDATE,699.0,164.0,0.0,164.0
RYR4LV,B738,ELLX,LEBL,9HQEW,370,7:35:00,15,8:55:00,D,184.0,535.0,455.0,15.0,True,RYR,808.0893333333335,False,True,True,GPD CANDIDATE,702.0,167.0,0.0,167.0
VLG3DQ,A320,LSZH,LEBL,ECLVV,330,7:46:00,11,8:55:00,D,173.0,535.0,466.0,11.0,True,VLG,713.02,False,True,True,GPD CANDIDATE,711.0,176.0,0.0,176.0
VLG7BN,A321,LSGG,LEBL,ECMHS,330,7:55:00,10,8:55:00,D,207.0,535.0,475.0,10.0,True,VLG,604.3693333333334,False,True,True,GPD CANDIDATE,714.0,179.0,0.0,179.0
VLG48RF,A321,LFRS,LEBL,ECMHB,330,7:50:00,10,9:00:00,D,207.0,540.0,470.0,10.0,True,VLG,740.1826666666667,False,True,True,GPD CANDIDATE,726.0,186.0,0.0,186.0
AEE710,A21N,LGAV,LEBL,SXNAK,340,6:26:00,12,9:00:00,D,220.0,540.0,386.0,12.0,True,AEE,1853.852,False,True,True,GPD CANDIDATE,729.0,189.0,0.0,189.0
AFR44HZ,A321,LFPG,LEBL,FGTAQ,370,7:45:00,23,9:00:00,D,207.0,540.0,465.0,23.0,True,AFR,631.532,False,True,True,GPD CANDIDATE,732.0,192.0,0.0,192.0
VLG78TV,A321,LIPZ,LEBL,ECMGZ,350,7:45:00,11,9:05:00,D,207.0,545.0,465.0,11.0,True,VLG,862.4146666666668,False,True,True,GPD CANDIDATE,735.0,190.0,0.0,190.0
TAP1030,A321,LPPT,LEBL,LYWSA,360,7:24:00,19,9:05:00,D,207.0,545.0,444.0,19.0,True,TAP,1038.972,False,True,True,GPD CANDIDATE,738.0,193.0,0.0,193.0
AAL40,B788,KORD,LEBL,N870AX,410,1:17:00,37,9:10:00,B,266.0,550.0,77.0,37.0,False,AAL,6245.407,True,False,False,EXEMPT INTERNATIONAL,552.0,2.0,2.0,0.0
EJU61VN,A319,LFSB,LEBL,OELKC,330,7:54:00,11,9:10:00,D,144.0,550.0,474.0,11.0,True,EJU,808.0893333333335,False,True,True,GPD CANDIDATE,741.0,191.0,0.0,191.0
VLG2MC,A320,LEMH,LEBL,ECOKH,180,8:49:00,10,9:10:00,D,173.0,550.0,529.0,10.0,True,VLG,74.69733333333333,False,True,True,GPD CANDIDATE,744.0,194.0,0.0,194.0
RYR72PP,B738,LICJ,LEBL,9HQBM,380,7:42:00,12,9:15:00,D,184.0,555.0,462.0,12.0,True,RYR,1025.3906666666667,False,True,True,GPD CANDIDATE,756.0,201.0,0.0,201.0
QQE256,GLF6,LFMN,LEBL,A7CGG,270,8:02:00,12,9:15:00,E,15.0,555.0,482.0,12.0,True,QQE,548.192,False,True,True,GPD CANDIDATE,759.0,204.0,0.0,204.0
AEA56GM,B738,LEPA,LEBL,ECLQX,180,8:35:00,17,9:15:00,D,184.0,555.0,515.0,17.0,True,AEA,237.67333333333337,False,True,True,GPD CANDIDATE,765.0,210.0,0.0,210.0
EXS69VT,B738,EGCC,LEBL,GJZHX,390,7:29:00,18,9:15:00,D,184.0,555.0,449.0,18.0,True,EXS,1120.46,False,True,True,GPD CANDIDATE,768.0,213.0,0.0,213.0
RYR6SU,B38M,EICK,LEBL,EIIJM,390,7:15:00,10,9:20:00,D,189.0,560.0,435.0,10.0,True,RYR,1487.1560000000002,False,True,True,GPD CANDIDATE,771.0,211.0,0.0,211.0
VLG33BZ,A320,LPPR,LEBL,ECMAH,320,8:02:00,10,9:20:00,D,173.0,560.0,482.0,10.0,True,VLG,848.8333333333335,False,True,True,GPD CANDIDATE,774.0,214.0,0.0,214.0
VLG8GA,A320,LFPO,LEBL,ECMCU,370,8:12:00,13,9:20:00,D,173.0,560.0,492.0,13.0,True,VLG,672.2760000000001,False,True,True,GPD CANDIDATE,782.7273,222.7273,0.0,222.7273
BEL8DL,A320,EBBR,LEBL,OOTCH,390,7:52:00,12,9:20:00,D,173.0,560.0,472.0,12.0,True,BEL,957.484,False,True,True,GPD CANDIDATE,784.0909,224.09090000000003,0.0,224.09090000000003
VLG7GX,A321,EBBR,LEBL,ECNLX,370,7:56:00,11,9:25:00,D,207.0,565.0,476.0,11.0,True,VLG,984.6466666666666,False,True,True,GPD CANDIDATE,785.4545,220.45450000000005,0.0,220.45450000000005
DLH39X,A321,EDDF,LEBL,DAISV,370,8:04:00,14,9:30:00,D,207.0,570.0,484.0,14.0,True,DLH,903.1586666666667,False,True,True,GPD CANDIDATE,786.8182,216.81820000000005,0.0,216.81820000000005
VLG4MW,A321,LECO,LEBL,ECMHA,320,8:11:00,6,9:30:00,D,207.0,570.0,491.0,6.0,True,VLG,916.74,False,True,True,GPD CANDIDATE,788.1818,218.18179999999995,0.0,218.18179999999995
IBE26BT,A332,KBOS,LEBL,ECNRG,410,3:19:00,19,9:30:00,B,281.0,570.0,199.0,19.0,False,IBE,5026.791,True,False,False,EXEMPT INTERNATIONAL,570.0,0.0,0.0,0.0
VLG1869,A320,EDDS,LEBL,ECKHN,370,8:16:00,11,9:35:00,D,173.0,575.0,496.0,11.0,True,VLG,848.8333333333335,False,True,True,GPD CANDIDATE,789.5455,214.54549999999995,0.0,214.54549999999995
TVF12YC,A20N,LFPO,LEBL,FHXSB,370,8:12:00,7,9:35:00,D,180.0,575.0,492.0,7.0,True,TVF,957.484,False,True,True,GPD CANDIDATE,790.9091,215.90909999999997,0.0,215.90909999999997
